candidate_id,candidate_name,model,split,task_name,data,num_batches,status,error,MParams,l2_norm,GFLOPs,grad_norm,zico,fisher,grasp,jacob_cov,jacob_fro,plain,snip,GSynFlow
Autoformer_000,Autoformer_000,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.566558000,49.919158935546875,0.375656469,0.743417751789093,0.5668739199638366,0.0067161382175982,-1.247641348838806,-15.638703049496325,296.95836181640624,1.4597700834274292,17.08609275817871,1.208816410
Autoformer_001,Autoformer_001,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.163230000,47.28684616088867,0.270729362,0.7555103302001953,0.6156138062477112,0.008688939176499844,-3.4304645538330076,-27.915026818209107,315.3193664550781,1.5414064884185792,16.925235557556153,10.408685363
Autoformer_002,Autoformer_002,Autoformer,proxy_train,long_term_forecast,custom,5,success,,4.666846000,74.38014221191406,1.163595854,0.49474912881851196,0.5738808274269104,0.0036196780391037466,-1.182446336746216,-8.651012212077118,294.2860168457031,1.517458176612854,17.42351951599121,1092348185.825981140
Autoformer_003,Autoformer_003,Autoformer,proxy_train,long_term_forecast,custom,5,success,,3.338206000,63.24602508544922,0.945728216,0.5290658950805665,0.5682120442390441,0.004077594727277756,-1.2503503203392028,-11.542551994599943,293.4828674316406,1.4990450620651246,16.15765495300293,40.266442342
Autoformer_004,Autoformer_004,Autoformer,proxy_train,long_term_forecast,custom,5,success,,3.929566000,69.9656982421875,1.176424794,1.0001461625099182,0.570385217666626,0.005229137744754553,-5.592544198036194,-19.43361299654655,297.72386474609374,1.4845016479492188,32.645240020751956,17639816.372735180
Autoformer_005,Autoformer_005,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.763166000,52.42610168457031,0.370937725,0.7177160143852234,0.5965160369873047,0.006895912997424603,-1.4019686460494996,-31.079563424666947,320.0685119628906,1.5186504602432251,17.470859909057616,37.471197594
Autoformer_006,Autoformer_006,Autoformer,proxy_train,long_term_forecast,custom,5,success,,3.633886000,66.66905975341797,1.072578305,0.8432311534881591,0.6164313673973083,0.0049135698936879635,-2.925739789009094,-35.64111658102539,314.66627807617186,1.6252358913421632,28.036469650268554,106841.356474778
Autoformer_007,Autoformer_007,Autoformer,proxy_train,long_term_forecast,custom,5,success,,3.135838000,61.9420051574707,0.742294549,0.9386283755302429,0.5532510638236999,0.005840773601084948,-4.742783164978027,-17.69470576758559,297.2094665527344,1.408653235435486,26.11758689880371,15.650956493
Autoformer_008,Autoformer_008,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.095198000,57.01169967651367,0.519137305,0.8675595045089721,0.6110863089561462,0.007207459397614002,-3.122002863883972,-31.0281975651695,323.3687438964844,1.6851720571517945,23.596992874145506,59839.787040768
Autoformer_009,Autoformer_009,Autoformer,proxy_train,long_term_forecast,custom,5,success,,4.223710000,70.4009017944336,1.072578305,0.9221257090568542,0.5680239200592041,0.00502966083586216,-2.0071619749069214,-21.867111060219628,297.9443115234375,1.4872302055358886,30.008280563354493,52719.098685030
Autoformer_010,Autoformer_010,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.397790000,54.85418701171875,0.621195360,0.922664475440979,0.5602747440338135,0.005447268672287464,-1.9085598468780518,-38.26465685346854,321.9126831054688,1.445669460296631,22.71975173950195,0.822723955
Autoformer_011,Autoformer_011,Autoformer,proxy_train,long_term_forecast,custom,5,success,,3.780574000,66.22724151611328,0.935553556,0.8160468816757203,0.5912955045700073,0.004692815337330103,-3.5543637752532957,-16.80842526364845,299.3386596679687,1.605712103843689,25.816282272338867,1325.329992909
Autoformer_012,Autoformer_012,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.707166000,56.56719970703125,0.354723814,0.70506591796875,0.6139878273010254,0.008378678001463413,-1.952724528312683,-21.464382586562078,320.4257019042969,1.695031189918518,18.660511016845703,154779.278272102
Autoformer_013,Autoformer_013,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.357342000,59.940345764160156,0.519137305,0.9449249029159545,0.5892085313796998,0.0069096703082323074,-2.5527844429016113,-15.737301780287691,299.12294311523436,1.541238832473755,25.962382507324218,16666.086447514
Autoformer_014,Autoformer_014,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.089118000,44.87309646606445,0.233624957,0.5796680390834809,0.6184416055679322,0.007564039900898933,-0.8665965437889099,-27.994075581076338,315.0582763671875,1.5019433498382568,12.557988166809082,2.063521946
Autoformer_015,Autoformer_015,Autoformer,proxy_train,long_term_forecast,custom,5,success,,4.666846000,74.38014221191406,1.163595854,0.8826042175292969,0.5699104070663452,0.004761098325252533,-4.622623991966248,-20.047667480398,297.9724426269531,1.532098364830017,30.281971740722657,3578353720.649318218
Autoformer_016,Autoformer_016,Autoformer,proxy_train,long_term_forecast,custom,5,success,,4.223710000,70.4009017944336,1.072578305,0.7878721714019775,0.6046270966529846,0.004529868625104428,-1.9418169260025024,-38.683282821777404,318.7809814453125,1.5649785041809081,26.864734268188478,531034.897016422
Autoformer_017,Autoformer_017,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.448734000,51.50140380859375,0.318946585,0.6179548263549804,0.6336714863777161,0.00741525599732995,-2.4950748682022095,-26.26504264402169,312.94545288085936,1.644035243988037,15.551933670043946,3478.621834445
