candidate_id,candidate_name,model,split,task_name,data,num_batches,status,error,MParams,l2_norm,GFLOPs,grad_norm,zico,fisher,grasp,jacob_cov,jacob_fro,plain,snip,GSynFlow
Autoformer_000,Autoformer_000,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.873537000,46.20867919921875,1.181037333,1.2610970735549927,0.48487300276756284,0.012212906964123249,-3.397995042800903,-376.36605538929655,182.1594451904297,1.3950490474700927,23.662131118774415,0.728799565
Autoformer_001,Autoformer_001,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.643329000,43.368919372558594,0.841101842,1.166307234764099,0.6087705731391907,0.012954418919980526,-8.998077297210694,-512.7667127964875,193.47187194824218,1.581922698020935,25.146809005737303,57.409600717
Autoformer_002,Autoformer_002,Autoformer,proxy_train,long_term_forecast,custom,5,success,,3.315969000,70.67123413085938,4.172001230,0.8336127400398254,0.5122183322906494,0.0055264468304812905,-3.0940033435821532,-131.596493888063,179.30673217773438,1.4507369995117188,24.673175048828124,1191795425.401634932
Autoformer_003,Autoformer_003,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.987329000,58.79373550415039,3.300530264,0.9880970239639282,0.5134820818901062,0.007966830488294363,-2.793875741958618,-225.63739773636166,178.63660888671876,1.540488338470459,25.106857681274413,47.326626611
Autoformer_004,Autoformer_004,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.578689000,65.9972152709961,4.223316186,1.4701266765594483,0.5194455742835998,0.011601902544498444,-5.065820217132568,-356.2601450612078,181.45525207519532,1.7080231428146362,42.44912567138672,130269227.125833735
Autoformer_005,Autoformer_005,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.070145000,48.863460540771484,1.162162813,0.9587644100189209,0.531586515903473,0.008825873397290707,-1.7619074940681458,-719.2886763649697,193.2974639892578,1.4504215478897096,20.63339958190918,1.481984282
Autoformer_006,Autoformer_006,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.283009000,62.46728515625,3.807929729,1.198420023918152,0.5430305242538452,0.008870217949151993,-3.7555851459503176,-668.0714251773021,192.55497131347656,1.6648217678070067,33.67961502075195,118111.421123789
Autoformer_007,Autoformer_007,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.096577000,58.96668243408203,2.488042261,1.5020708084106444,0.4962871789932251,0.01175631619989872,-6.630252265930176,-464.3958390226059,182.15400390625,1.477494716644287,36.20852203369141,2.744423526
Autoformer_008,Autoformer_008,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.194433000,52.0595817565918,1.753713817,1.0470165729522705,0.5739160656929017,0.010429766401648522,-4.398763704299927,-617.2922767074415,193.40039978027343,1.6490926027297974,26.231369018554688,4906.961652941
Autoformer_009,Autoformer_009,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.872833000,66.46955871582031,3.807929729,1.5223362922668457,0.5169602513313294,0.01094275750219822,-5.791812610626221,-389.2029346706716,182.23058166503907,1.6012920141220093,43.7177001953125,4696.916046643
Autoformer_010,Autoformer_010,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.358529000,51.43424987792969,2.003646048,1.1025988101959228,0.512619924545288,0.008282692078500986,-2.8264362812042236,-1018.2468913087154,197.2570831298828,1.4452574014663697,23.434282302856445,1.266976384
Autoformer_011,Autoformer_011,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.429697000,61.96018600463867,3.259832212,1.1852817773818969,0.5136411428451538,0.007565911114215851,-2.8252697467803953,-544.777170233114,182.44204406738282,1.5464179515838623,31.31101760864258,1551.432128922
Autoformer_012,Autoformer_012,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.031457000,51.5786018371582,1.175832550,0.9176501750946044,0.5959977865219116,0.009898938238620758,-3.669469118118286,-224.09612728050587,197.28610534667968,1.5725817918777465,23.085659408569335,501957.183248794
Autoformer_013,Autoformer_013,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.456577000,55.20701599121094,1.753713817,1.206062912940979,0.5177200198173523,0.011451469920575618,-2.7779000639915465,-361.8503981588194,182.446435546875,1.558952808380127,28.976173400878906,483.671100621
Autoformer_014,Autoformer_014,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.569217000,40.67955780029297,0.692685437,0.9798332929611206,0.5057453036308288,0.01262254621833563,-2.163943719863892,-731.0563837863103,195.01083679199218,1.481773805618286,16.751632118225096,2.711633766
Autoformer_015,Autoformer_015,Autoformer,proxy_train,long_term_forecast,custom,5,success,,3.315969000,70.67123413085938,4.172001230,1.4767038822174072,0.5029705762863159,0.009152540378272534,-3.7693833112716675,-434.26551733705463,182.72591857910157,1.4481898307800294,43.22035140991211,4316541418.379987717
Autoformer_016,Autoformer_016,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.872833000,66.46955871582031,3.807929729,1.1791805505752564,0.5608879685401916,0.008082899171859026,-4.061131572723388,-511.3340376883224,195.418994140625,1.680700707435608,36.30705871582031,60077.457276928
Autoformer_017,Autoformer_017,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.773025000,45.99539566040039,1.032724633,1.0997262001037598,0.5514924168586731,0.012910597026348114,-3.6171711444854737,-429.7262730045621,194.1012451171875,1.601233720779419,23.254875564575194,4537.823736627
Autoformer_018,Autoformer_018,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.283009000,62.46728515625,3.761923225,1.2346948623657226,0.5345635890960694,0.009032610431313514,-3.847772789001465,-690.1144598100843,192.54385375976562,1.662535309791565,34.14358978271484,642052.896115917
Autoformer_019,Autoformer_019,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.653697000,58.580718994140625,1.960645850,0.6790802240371704,0.5580929160118103,0.006939242780208588,-1.8632626295089723,-101.89949764373354,178.41390991210938,1.4632123231887817,18.70925636291504,81681.188074291
Autoformer_020,Autoformer_020,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.679809000,42.98350143432617,0.692685437,0.6486811161041259,0.5032404780387878,0.009091348014771938,-1.2300289869308472,-102.3165601895176,178.4890869140625,1.3897182941436768,11.809854507446289,0.984448973
Autoformer_021,Autoformer_021,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.643329000,43.368919372558594,0.807481498,0.6023815155029297,0.5182640075683593,0.00882006362080574,-1.065173053741455,-99.34144415952213,178.69459838867186,1.4673990249633788,11.626469039916993,248.176708813
Autoformer_022,Autoformer_022,Autoformer,proxy_train,long_term_forecast,custom,5,success,,3.315969000,70.67123413085938,4.172001230,0.8336124897003174,0.5122183680534362,0.005526444502174854,-3.0939170837402346,-131.5967615142169,179.3067413330078,1.4507362604141236,24.673169708251955,1210571840.444746971
Autoformer_023,Autoformer_023,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.326017000,54.837928771972656,1.994855910,0.7243904113769531,0.5336514711380005,0.008115020953118801,-2.1786966562271117,-135.8570239576834,178.6139343261719,1.4890726566314698,18.23850860595703,8529.008656384
Autoformer_024,Autoformer_024,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.062849000,49.092864990234375,1.546781784,1.053926706314087,0.5786886096000672,0.010762186534702779,-2.7559870958328245,-530.989106837954,192.79572448730468,1.7448460340499878,24.740470504760744,153.923580723
Autoformer_025,Autoformer_025,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.031457000,51.5786018371582,1.150174938,0.6399226784706116,0.5293059349060059,0.00815254431217909,-2.966016745567322,-99.21783638697549,178.88766174316407,1.4185732126235961,14.804388999938965,29949.244001485
Autoformer_026,Autoformer_026,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.654209000,55.594322204589844,2.488042261,0.9960837244987488,0.4874215066432953,0.00724100936204195,-2.8175116062164305,-151.16992496649905,178.34573669433593,1.3744107246398927,22.14528121948242,1.350108186
Autoformer_027,Autoformer_027,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.847137000,48.37836456298828,1.124517326,0.9231978535652161,0.566221296787262,0.009434583969414235,-1.8555941104888916,-439.5501493553369,196.17723999023437,1.6253636598587036,20.918260192871095,11549248.878070988
Autoformer_028,Autoformer_028,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.653697000,58.580718994140625,1.960645850,0.6790804147720337,0.558092987537384,0.0069392438046634196,-1.8630123138427734,-101.89950432377996,178.41391296386718,1.4632121324539185,18.7092643737793,80052.041547776
Autoformer_029,Autoformer_029,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.005121000,49.32672119140625,1.410382866,0.8537018060684204,0.565534520149231,0.008753132820129395,-2.1827515363693237,-629.1514798863503,194.95892944335938,1.4890593051910401,19.844404220581055,142.763327488
Autoformer_030,Autoformer_030,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.031457000,51.5786018371582,1.175832550,0.6102818012237549,0.5332161664962769,0.00795236211270094,-1.9655241966247559,-103.30670320738757,178.7314880371094,1.3976794242858888,14.229424858093262,4739.843909222
Autoformer_031,Autoformer_031,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.987329000,58.79373550415039,3.259832212,1.1748335838317872,0.5607360005378723,0.008581792376935482,-3.538324737548828,-780.957059485391,196.85931396484375,1.7187342882156371,31.73822364807129,1023.248931226
Autoformer_032,Autoformer_032,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.790785000,46.2237663269043,0.841101842,0.6213289499282837,0.5301251411437988,0.009345893189311028,-1.3012616217136384,-97.88467762661155,178.94208374023438,1.48203706741333,12.78841953277588,0.591570611
Autoformer_033,Autoformer_033,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.005121000,49.32672119140625,1.410382866,0.8537016987800599,0.5655345797538758,0.008753133192658424,-2.18279025554657,-629.1472394756222,194.958935546875,1.489059042930603,19.844404220581055,145.384980480
Autoformer_034,Autoformer_034,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.495105000,37.870052337646484,0.589391060,1.0317147374153137,0.5380697131156922,0.013148791156709194,-9.280313897132874,-304.213600503747,181.6287078857422,1.4622261762619018,17.5393798828125,0.443157088
Autoformer_035,Autoformer_035,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.070145000,48.863460540771484,1.181037333,0.7462972640991211,0.528757882118225,0.007431007735431194,-1.8722765445709229,-119.58189946836708,178.34115600585938,1.4201481580734252,16.076753234863283,0.630688870
Autoformer_036,Autoformer_036,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.456577000,55.20701599121094,1.753713817,1.206062912940979,0.5177200198173523,0.011451471224427223,-2.7781771421432495,-361.85014599130074,182.44644470214843,1.5589529752731324,28.976175689697264,484.816283238
Autoformer_037,Autoformer_037,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.456577000,55.20701599121094,1.723042737,1.0389723181724548,0.5425335049629212,0.009257204085588455,-2.6594088315963744,-575.0234443749787,197.2063415527344,1.6558858633041382,25.64348487854004,7330.339382886
Autoformer_038,Autoformer_038,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.358529000,51.43424987792969,2.003646048,0.8967793822288513,0.4654561817646027,0.006674693338572979,-2.255451774597168,-132.99664315125545,179.02369079589843,1.3675121784210205,17.29665336608887,1.169170995
Autoformer_039,Autoformer_039,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.194433000,52.0595817565918,1.723042737,1.18517107963562,0.5228487491607666,0.012906000018119812,-3.1253639221191407,-361.73505964970036,181.29139099121093,1.7211081743240357,27.366452789306642,8594.982646579
Autoformer_040,Autoformer_040,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.267265000,52.64353942871094,1.410382866,1.222413468360901,0.5441989660263061,0.012251536548137664,-6.493526840209961,-335.0718640778458,180.44483642578126,1.351279354095459,29.33838653564453,2.285642752
