candidate_id,candidate_name,model,task_name,data,num_batches,status,error,params,l2_norm,flops,grad_norm,zico,fisher,grasp,jacob_cov,jacob_fro,plain,snip,synflow
Mamba_000,Mamba_000,Mamba,long_term_forecast,custom,5,success,,120576.0,26.527917861938477,688957664.0,0.4713365018367767,0.36936341524124144,0.0005640253308229149,-1.874358868598938,-311.8230447252248,0.8052031397819519,0.10480232834815979,2.968162727355957,4377538723840.0
Mamba_001,Mamba_001,Mamba,long_term_forecast,custom,5,success,,59456.0,21.181339263916016,335063264.0,0.419464772939682,0.35398130416870116,0.000895404617767781,-1.3653022408485413,-486.274320830459,1.0568702220916748,0.12497144192457199,2.3858338356018067,524540634726.4
Mamba_002,Mamba_002,Mamba,long_term_forecast,custom,5,success,,57152.0,21.130495071411133,325626080.0,0.33657039403915406,0.376436585187912,0.0004412812879309058,-0.7285648107528686,-534.6802294362408,1.0661232352256775,-0.03367052227258682,1.96396861076355,358324174848.0
Mamba_003,Mamba_003,Mamba,long_term_forecast,custom,5,success,,111072.0,25.617366790771484,629975264.0,0.438968563079834,0.35276288390159605,0.0011071405024267733,-1.7051707744598388,-350.6456429756874,0.9670138359069824,0.19035121649503708,2.8174696445465086,3024733182361.6
Mamba_004,Mamba_004,Mamba,long_term_forecast,custom,5,success,,66688.0,23.174352645874023,380676320.0,1.0545071125030518,0.3261332333087921,0.00788940191268921,-14.048583841323852,-1177.3555104052987,2.3300826072692873,0.6867808938026428,5.412582015991211,430514549555.2
Mamba_005,Mamba_005,Mamba,long_term_forecast,custom,5,success,,18304.0,16.45818519592285,99133664.0,0.24733584821224214,0.48240808248519895,0.00038182220887392757,-0.4523969113826752,-283.73028213037367,0.869355034828186,0.06175276583526283,1.334289002418518,18992488448.0
Mamba_006,Mamba_006,Mamba,long_term_forecast,custom,5,success,,55424.0,21.102983474731445,306751712.0,0.38518916368484496,0.34442679286003114,0.0006929467257577926,-1.2158669888973237,-247.2709203882092,0.782977294921875,0.08963527530431747,1.95980966091156,275628149964.8
Mamba_007,Mamba_007,Mamba,long_term_forecast,custom,5,success,,36096.0,18.879779815673828,199796960.0,0.31748826801776886,0.37538103461265565,0.0009655182366259396,-1.0156094193458558,-505.4500598624542,1.0441822171211244,0.09524125400930643,1.5848837852478028,88592905011.2
Mamba_008,Mamba_008,Mamba,long_term_forecast,custom,5,success,,106464.0,25.566682815551758,601663712.0,0.34277496337890623,0.41541128158569335,0.0003148657560814172,-0.824773645401001,-898.6765299915696,1.1543849468231202,-0.01979290023446083,2.3702763080596925,2078112219136.0
Mamba_009,Mamba_009,Mamba,long_term_forecast,custom,5,success,,191872.0,29.727041244506836,1123068128.0,0.5125185906887054,0.3769318163394928,0.0006034454330801964,-1.6225796222686768,-666.5644358213382,1.362776279449463,0.04280874915421009,3.7745285511016844,4240778356326.4
Mamba_010,Mamba_010,Mamba,long_term_forecast,custom,5,success,,40896.0,20.073423385620117,228894944.0,0.35116947293281553,0.39973320364952086,0.0005812373943626881,-1.0071078062057495,-540.8253452164366,0.8922582030296325,-0.049623885005712506,1.9108599185943604,227441514905.6
Mamba_011,Mamba_011,Mamba,long_term_forecast,custom,5,success,,121344.0,26.43315315246582,701540576.0,0.4801066696643829,0.40563641786575316,0.000511647597886622,-1.771999478340149,-669.4338942832536,1.1335383415222169,-0.05495557077229023,3.268443155288696,2395087831040.0
Mamba_012,Mamba_012,Mamba,long_term_forecast,custom,5,success,,53312.0,21.062423706054688,297314528.0,0.3237664759159088,0.3928720116615295,0.0002839139400748536,-0.6815605640411377,-387.9999353877617,0.9057686567306519,-0.006093988753855228,1.822161078453064,360333672448.0
Mamba_013,Mamba_013,Mamba,long_term_forecast,custom,5,success,,81024.0,23.174013137817383,460105952.0,0.37626715898513796,0.40090748071670534,0.0004939597856719047,-1.0256393313407899,-622.5382056402204,0.8704686760902405,0.07208907604217529,2.3914804458618164,1231710217830.4
Mamba_014,Mamba_014,Mamba,long_term_forecast,custom,5,success,,42144.0,20.152360916137695,233613536.0,0.24524158835411072,0.4292283058166504,0.00022737185645382851,-0.4035526514053345,-340.69565462549,0.6298259973526001,0.02440017880871892,1.4328126907348633,556960173260.8
Mamba_015,Mamba_015,Mamba,long_term_forecast,custom,5,success,,56768.0,21.152015686035156,325626080.0,0.41278849840164183,0.36191606521606445,0.0006956750643439591,-1.4193047165870667,-655.9520721355473,1.1014115810394287,0.18791790008544923,2.2048721075057984,101591025254.4
Mamba_016,Mamba_016,Mamba,long_term_forecast,custom,5,success,,175744.0,29.51061248779297,1028696288.0,0.5088908433914184,0.35087087750434875,0.00040694809868000446,-1.984344494342804,-472.5542270468977,0.9561109423637391,-0.011332771554589272,3.1915640354156496,6919330096742.4
Mamba_017,Mamba_017,Mamba,long_term_forecast,custom,5,success,,35136.0,19.791994094848633,195864800.0,0.32605492472648623,0.40303330421447753,0.00032478590728715064,-0.5955278873443604,-1510.5850193173749,1.857320284843445,0.0015309677459299565,1.6692526817321778,83122388992.0
Mamba_018,Mamba_018,Mamba,long_term_forecast,custom,5,success,,184576.0,29.565689086914062,1066445024.0,0.5545179307460785,0.3681746244430542,0.000882299174554646,-2.470528745651245,-441.9879237209352,1.098675584793091,0.028626309148967265,3.8662158489227294,7766565453824.0
Mamba_019,Mamba_019,Mamba,long_term_forecast,custom,5,success,,192640.0,29.672163009643555,1123068128.0,0.5922366082668304,0.325381737947464,0.0007620412623509764,-3.213268208503723,-521.808519025858,1.0384896755218507,0.18427667021751404,3.720302677154541,14588799929548.8
Mamba_020,Mamba_020,Mamba,long_term_forecast,custom,5,success,,117248.0,26.38982391357422,676374752.0,0.5044501006603241,0.40964757800102236,0.0007781663327477873,-1.8349220037460328,-711.0269797360803,1.238109040260315,0.09778772704303265,3.473581647872925,1671182994636.8
Mamba_021,Mamba_021,Mamba,long_term_forecast,custom,5,success,,36192.0,19.89971351623535,200583392.0,0.38903456926345825,0.44784918427467346,0.0008406311506405472,-1.1173582315444945,-471.3606572904009,0.9920519590377808,0.10843487530946731,2.2201513290405273,61438025728.0
Mamba_022,Mamba_022,Mamba,long_term_forecast,custom,5,success,,103872.0,25.463571548461914,601663712.0,0.39747231006622313,0.38393664360046387,0.000546948314877227,-1.0833279252052308,-878.9850244352123,1.0616729497909545,0.006055072415620089,2.574480676651001,844538996326.4
Mamba_023,Mamba_023,Mamba,long_term_forecast,custom,5,success,,118272.0,26.41899871826172,688957664.0,0.6317211985588074,0.3702924609184265,0.0018732615862973034,-4.16676778793335,-510.4741612079386,1.1428921937942504,0.3086384803056717,4.119236469268799,1556758528000.0
Mamba_024,Mamba_024,Mamba,long_term_forecast,custom,5,success,,78528.0,23.123807907104492,450668768.0,0.5933191776275635,0.30317174196243285,0.0016962077468633651,-3.700721573829651,-887.5915273938083,1.488110566139221,-0.03348080664873123,2.9621674060821532,476461203456.0
Mamba_025,Mamba_025,Mamba,long_term_forecast,custom,5,success,,70464.0,22.889387130737305,403482848.0,0.605408638715744,0.3377445459365845,0.0018360065121669322,-3.769755005836487,-559.2566775812744,1.0514462351799012,0.23527635931968688,3.240869235992432,695882153984.0
Mamba_026,Mamba_026,Mamba,long_term_forecast,custom,5,success,,103584.0,25.55836296081543,601663712.0,0.6084501564502716,0.3756828188896179,0.0012580058304592968,-3.4773141860961916,-429.6486404366172,0.8456344723701477,0.12162386402487754,3.8416379928588866,433331365478.4
Mamba_027,Mamba_027,Mamba,long_term_forecast,custom,5,success,,17984.0,16.42832374572754,95987936.0,0.28224151730537417,0.4539219796657562,0.00041047519771382214,-0.47416927218437194,-636.4232612020375,1.3665626525878907,0.015395042207092046,1.476058793067932,9545445376.0
Mamba_028,Mamba_028,Mamba,long_term_forecast,custom,5,success,,47552.0,20.971433639526367,269002976.0,0.547932380437851,0.37579232454299927,0.0018565131234936417,-2.7028959512710573,-1217.958796324132,2.122743320465088,0.2257148265838623,3.1176498889923097,52720849715.2
Mamba_029,Mamba_029,Mamba,long_term_forecast,custom,5,success,,180352.0,29.546520233154297,1047570656.0,0.6165509521961212,0.3421099841594696,0.0010234276414848864,-3.324451231956482,-378.3373092861614,0.8394275307655334,0.13197801411151885,3.9237199306488035,10263308795904.0
Mamba_030,Mamba_030,Mamba,long_term_forecast,custom,5,success,,56960.0,21.122352600097656,325626080.0,0.3343593835830688,0.3695862293243408,0.00043032929534092546,-0.8992208778858185,-396.25006082930906,1.5532399654388427,0.005630461685359478,1.915320634841919,201483652300.8
Mamba_031,Mamba_031,Mamba,long_term_forecast,custom,5,success,,174208.0,29.5439395904541,1009821920.0,0.6198520660400391,0.3428234100341797,0.0008037966734264046,-3.1416554689407348,-588.2897595898769,1.2113622903823853,0.057309696450829506,3.9331416130065917,7520527056896.0
Mamba_032,Mamba_032,Mamba,long_term_forecast,custom,5,success,,169216.0,29.385950088500977,990947552.0,0.5046300053596496,0.3848668336868286,0.000653398665599525,-1.7667381048202515,-665.1794038124135,1.0541879653930664,0.06520450152456761,3.5175939559936524,2822358695936.0
Mamba_033,Mamba_033,Mamba,long_term_forecast,custom,5,success,,41952.0,20.14674949645996,233613536.0,0.36558457612991335,0.38886526226997375,0.0005118388507980853,-1.106229591369629,-1325.4076197644058,1.2822019338607789,0.05448962524533272,1.9334192037582398,153422813593.6
Mamba_034,Mamba_034,Mamba,long_term_forecast,custom,5,success,,71808.0,22.982322692871094,403482848.0,0.3860634446144104,0.4107939898967743,0.0005242729908786714,-1.0984808206558228,-436.55418731445207,0.9407529473304749,0.030622719135135413,2.4089442253112794,596375896064.0
Mamba_035,Mamba_035,Mamba,long_term_forecast,custom,5,success,,59136.0,22.892343521118164,336636128.0,0.5541158854961395,0.37935103178024293,0.0016530574765056371,-2.046521079540253,-896.4199926121648,1.6601540803909303,-0.11731437146663666,3.029319190979004,303750086656.0
Mamba_036,Mamba_036,Mamba,long_term_forecast,custom,5,success,,76224.0,23.04279136657715,441231584.0,0.7008872091770172,0.30389184355735777,0.0020558843156322838,-5.04799439907074,-682.3637225195828,1.1860485553741456,0.24138594120740892,3.3227654457092286,297740350259.2
Mamba_037,Mamba_037,Mamba,long_term_forecast,custom,5,success,,74880.0,23.025348663330078,422357216.0,0.43250623941421507,0.3805414080619812,0.0008686432032845914,-1.5476810455322265,-512.1873217181259,0.824851107597351,0.10074082612991334,2.67848744392395,846439356825.6
