candidate_id,candidate_name,model,task_name,data,num_batches,status,error,params
timesnet_long_term_forecast_etth1_el1_dm32_df128_tk7_nk6_0001,timesnet_long_term_forecast_etth1_el1_dm32_df128_tk7_nk6_0001,TimesNet,long_term_forecast,ETTh1,1,success,,2363591.0
timesnet_long_term_forecast_etth1_el2_dm64_df256_tk6_nk3_0002,timesnet_long_term_forecast_etth1_el2_dm64_df256_tk6_nk3_0002,TimesNet,long_term_forecast,ETTh1,1,success,,2316487.0
timesnet_long_term_forecast_etth1_el4_dm8_df16_tk5_nk6_0003,timesnet_long_term_forecast_etth1_el4_dm8_df16_tk5_nk6_0003,TimesNet,long_term_forecast,ETTh1,1,success,,312343.0
