candidate_id,candidate_name,model,task_name,data,num_batches,status,error,sfrd_q001,sfrd_q002,sfrd_q003,sfrd_q004,sfrd_q005
timesnet_classification_uea_el1_dm32_df128_tk7_nk6_0001,timesnet_classification_uea_el1_dm32_df128_tk7_nk6_0001,TimesNet,classification,UEA,5,success,,1.661107587814331,1.547584557533264,1.4575504302978515,1.4028618335723877,1.3515120029449463
timesnet_classification_uea_el2_dm64_df256_tk6_nk3_0002,timesnet_classification_uea_el2_dm64_df256_tk6_nk3_0002,TimesNet,classification,UEA,5,success,,1.6648654222488404,1.5129600286483764,1.4150825977325439,1.3471850395202636,1.2894408702850342
timesnet_classification_uea_el4_dm8_df16_tk5_nk6_0003,timesnet_classification_uea_el4_dm8_df16_tk5_nk6_0003,TimesNet,classification,UEA,5,success,,1.393446183204651,1.2956072568893433,1.2188667058944702,1.1864166975021362,1.1447947025299072
timesnet_classification_uea_el4_dm8_df16_tk8_nk7_0004,timesnet_classification_uea_el4_dm8_df16_tk8_nk7_0004,TimesNet,classification,UEA,5,success,,1.1757628321647644,1.052371346950531,0.9746168851852417,0.9270485758781433,0.8940430402755737
timesnet_classification_uea_el4_dm64_df256_tk5_nk8_0005,timesnet_classification_uea_el4_dm64_df256_tk5_nk8_0005,TimesNet,classification,UEA,5,success,,1.7011315107345581,1.5628008127212525,1.4654189348220825,1.4012018680572509,1.346232795715332
timesnet_classification_uea_el1_dm32_df128_tk2_nk3_0006,timesnet_classification_uea_el1_dm32_df128_tk2_nk3_0006,TimesNet,classification,UEA,5,success,,1.600675392150879,1.4444751262664794,1.3459930658340453,1.277677297592163,1.2234380483627318
timesnet_classification_uea_el2_dm16_df32_tk8_nk4_0007,timesnet_classification_uea_el2_dm16_df32_tk8_nk4_0007,TimesNet,classification,UEA,5,success,,1.4035855293273927,1.2866211414337159,1.203807806968689,1.1518211841583252,1.106302559375763
timesnet_classification_uea_el4_dm32_df128_tk4_nk3_0008,timesnet_classification_uea_el4_dm32_df128_tk4_nk3_0008,TimesNet,classification,UEA,5,success,,1.532514262199402,1.4004430055618287,1.3094846963882447,1.2471331119537354,1.192784070968628
timesnet_classification_uea_el4_dm64_df128_tk4_nk3_0009,timesnet_classification_uea_el4_dm64_df128_tk4_nk3_0009,TimesNet,classification,UEA,5,success,,1.674503707885742,1.532114601135254,1.437317156791687,1.371559739112854,1.313697600364685
timesnet_classification_uea_el4_dm16_df64_tk2_nk8_0010,timesnet_classification_uea_el4_dm16_df64_tk2_nk8_0010,TimesNet,classification,UEA,5,success,,1.4832876443862915,1.3342935562133789,1.2351264715194703,1.1705045700073242,1.1230697870254516
timesnet_classification_uea_el3_dm32_df64_tk5_nk6_0011,timesnet_classification_uea_el3_dm32_df64_tk5_nk6_0011,TimesNet,classification,UEA,5,success,,1.5082729816436768,1.3901024103164672,1.2987651824951172,1.2433484554290772,1.193245267868042
timesnet_classification_uea_el4_dm16_df64_tk8_nk5_0012,timesnet_classification_uea_el4_dm16_df64_tk8_nk5_0012,TimesNet,classification,UEA,5,success,,1.5172446966171265,1.3741616487503052,1.281211018562317,1.222249174118042,1.1726443290710449
timesnet_classification_uea_el4_dm16_df32_tk6_nk8_0013,timesnet_classification_uea_el4_dm16_df32_tk6_nk8_0013,TimesNet,classification,UEA,5,success,,1.35222647190094,1.234384822845459,1.152051043510437,1.1047180891036987,1.0591880679130554
timesnet_classification_uea_el3_dm64_df256_tk8_nk6_0014,timesnet_classification_uea_el3_dm64_df256_tk8_nk6_0014,TimesNet,classification,UEA,5,success,,1.6877309322357177,1.5363890409469605,1.437133526802063,1.3683199405670166,1.3126847267150878
timesnet_classification_uea_el4_dm32_df64_tk6_nk4_0015,timesnet_classification_uea_el4_dm32_df64_tk6_nk4_0015,TimesNet,classification,UEA,5,success,,1.564902901649475,1.4320051670074463,1.3455337285995483,1.2893700838088988,1.2374656438827514
timesnet_classification_uea_el3_dm32_df128_tk5_nk6_0016,timesnet_classification_uea_el3_dm32_df128_tk5_nk6_0016,TimesNet,classification,UEA,5,success,,1.5157561302185059,1.3691055297851562,1.2758440971374512,1.2128713130950928,1.1632452964782716
timesnet_classification_uea_el2_dm16_df64_tk6_nk8_0017,timesnet_classification_uea_el2_dm16_df64_tk6_nk8_0017,TimesNet,classification,UEA,5,success,,1.5606475591659545,1.428804135322571,1.3400923013687134,1.2839312553405762,1.2379632949829102
timesnet_classification_uea_el1_dm8_df16_tk2_nk8_0018,timesnet_classification_uea_el1_dm8_df16_tk2_nk8_0018,TimesNet,classification,UEA,5,success,,1.1828144311904907,1.0923663139343263,1.0221764206886292,0.9753318071365357,0.9423860073089599
timesnet_classification_uea_el4_dm32_df128_tk8_nk6_0019,timesnet_classification_uea_el4_dm32_df128_tk8_nk6_0019,TimesNet,classification,UEA,5,success,,1.6499633312225341,1.520203948020935,1.4289138793945313,1.3690627813339233,1.3177947282791138
timesnet_classification_uea_el1_dm16_df64_tk8_nk6_0020,timesnet_classification_uea_el1_dm16_df64_tk8_nk6_0020,TimesNet,classification,UEA,5,success,,1.4513919830322266,1.3016449451446532,1.2096429824829102,1.1465289354324342,1.0984800577163696
timesnet_classification_uea_el1_dm32_df128_tk4_nk7_0021,timesnet_classification_uea_el1_dm32_df128_tk4_nk7_0021,TimesNet,classification,UEA,5,success,,1.6407021522521972,1.5108064413070679,1.418959093093872,1.358288836479187,1.3094805240631104
