candidate_id,candidate_name,model,task_name,data,num_batches,status,error,MParams,l2_norm,GFLOPs,grad_norm,zico,fisher,grasp,jacob_cov,jacob_fro,plain,snip,GSynFlow,,mse,model_label
Autoformer_000,Autoformer_000,Autoformer,long_term_forecast,ETTh1,5,success,,0.471303,43.87636948,1.98877082,4.627379417,0.382435566,0.193789449,-62.50819702,-123.6174148,27.95577354,1.344909525,56.57626648,0.029156994,,0.552505374,proxy_train
Autoformer_001,Autoformer_001,Autoformer,long_term_forecast,ETTh1,5,success,,0.153991,33.36737442,0.644948997,1.816158009,0.405958354,0.092659193,-11.16323509,-187.5930385,30.20324326,1.20423497,19.65457916,0.0342291676,,0.488277167,proxy_train
Autoformer_002,Autoformer_002,Autoformer,long_term_forecast,ETTh1,5,success,,4.489991,78.95588684,13.801249287,4.709528923,0.422687823,0.107357283,-134.3069656,-102.5513874,28.02701111,1.396429729,114.7544312,426000000,,0.475495726,proxy_train
Autoformer_003,Autoformer_003,Autoformer,long_term_forecast,ETTh1,5,success,,2.128647,64.67519379,10.672019973,4.397047424,0.401923132,0.113649137,-74.66510849,-96.22201996,27.73214951,1.631120348,82.00694427,2.226426061,,0.478481203,proxy_train
Autoformer_004,Autoformer_004,Autoformer,long_term_forecast,ETTh1,5,success,,3.179271,73.07844543,13.938088455,4.587796974,0.411770803,0.085224946,-81.00956268,-200.6157994,27.08565674,1.308521223,104.3748154,10300000,,0.452013284,proxy_train
Autoformer_005,Autoformer_005,Autoformer,long_term_forecast,ETTh1,5,success,,0.667911,46.88372421,1.951022084,3.545133114,0.376116365,0.139130571,-33.96183662,-322.4452597,32.25532875,1.504111314,45.39820328,0.1322249456,,0.461369783,proxy_train
Autoformer_006,Autoformer_006,Autoformer,long_term_forecast,ETTh1,5,success,,2.653959,69.15419769,12.427737606,3.876760721,0.422174227,0.089706704,-52.62051697,-622.3492181,33.0004425,1.349086881,84.41246948,3399.01,,0.442746043,proxy_train
Autoformer_007,Autoformer_007,Autoformer,long_term_forecast,ETTh1,5,success,,2.646535,65.77877045,7.802682372,4.419683933,0.377907979,0.06792679,-44.33260727,-150.0997421,28.1769268,0.830643916,77.66090546,0.1021749328,,0.456436813,proxy_train
Autoformer_008,Autoformer_008,Autoformer,long_term_forecast,ETTh1,5,success,,0.671623,48.95637131,3.132676614,3.344817829,0.414248037,0.157232621,-46.16456032,-255.6507534,30.94494057,1.831450152,51.66673279,156.83,,0.445924312,proxy_train
Autoformer_009,Autoformer_009,Autoformer,long_term_forecast,ETTh1,5,success,,3.702535,73.75652313,12.427737606,5.411234856,0.423822695,0.184186584,-106.2310516,-206.0577414,27.31436996,1.788757682,124.2977066,86.790896026,,0.42035377,proxy_train
Autoformer_010,Autoformer_010,Autoformer,long_term_forecast,ETTh1,5,success,,1.334791,56.94259644,6.108306435,5.714613438,0.37261737,0.168254122,-95.69080658,-358.1545809,37.35327454,1.715239882,80.85550537,0.079880288,,0.465011656,proxy_train
Autoformer_011,Autoformer_011,Autoformer,long_term_forecast,ETTh1,5,success,,2.915079,68.52883148,10.563492357,5.817314816,0.392302698,0.145907044,-110.4108337,-135.4625866,27.98367844,1.642717838,110.4928665,38.347277107,,0.496876806,proxy_train
Autoformer_012,Autoformer_012,Autoformer,long_term_forecast,ETTh1,5,success,,0.286919,39.60316467,0.951890439,2.046724844,0.481783271,0.092807043,-13.97468433,-283.1967977,32.36225739,1.360235453,30.72837448,54.41885225,,0.423502594,proxy_train
Autoformer_013,Autoformer_013,Autoformer,long_term_forecast,ETTh1,5,success,,0.933767,52.49603271,3.132676614,2.901840305,0.427032596,0.067093822,-22.69422665,-247.418885,28.20031433,1.0436167,48.44807663,47.51996928,,0.471153468,proxy_train
Autoformer_014,Autoformer_014,Autoformer,long_term_forecast,ETTh1,5,success,,0.120967,31.06550789,0.497392644,2.671561813,0.383659911,0.167305806,-28.43168068,-387.3013086,30.56677246,1.563968945,24.3348999,0.0122155084,,0.503812969,proxy_train
Autoformer_015,Autoformer_015,Autoformer,long_term_forecast,ETTh1,5,success,,4.489991,78.95588684,13.801249287,5.386325455,0.431589967,0.117666942,-96.03608398,-220.219323,28.92367859,1.403305793,135.4401001,1470000000,,0.510859966,proxy_train
Autoformer_016,Autoformer_016,Autoformer,long_term_forecast,ETTh1,5,success,,3.702535,73.75652313,12.427737606,4.995845222,0.412546802,0.180737907,-94.62956314,-403.4860768,29.60372162,1.78535099,110.9420609,889.673,,0.453623325,proxy_train
Autoformer_017,Autoformer_017,Autoformer,long_term_forecast,ETTh1,5,success,,0.171975,34.69445801,0.811411974,2.499057674,0.441073233,0.200240728,-20.56483421,-199.1291789,31.88589134,1.894353533,30.32957306,1.984036378,,0.503682315,proxy_train
Autoformer_018,Autoformer_018,Autoformer,long_term_forecast,ETTh1,5,success,,2.653959,69.15419769,12.305054214,4.088536119,0.420637649,0.096981947,-68.10980148,-581.3937606,32.96187057,1.382011724,88.49026031,21671.2,,0.463787585,proxy_train
Autoformer_019,Autoformer_019,Autoformer,long_term_forecast,ETTh1,5,success,,1.130887,55.84850311,3.546540551,3.634120512,0.452532142,0.148552659,-53.04259338,-114.7546825,26.96088715,1.394017887,69.04801407,2583.35,,0.46619913,proxy_train
Autoformer_020,Autoformer_020,Autoformer,long_term_forecast,ETTh1,5,success,,0.170119,33.05860901,0.497392644,2.79675703,0.386164922,0.196092159,-21.27964649,-62.67870895,27.12261276,1.71296351,26.69830666,0.0119984746,,0.502421856,proxy_train
Autoformer_021,Autoformer_021,Autoformer,long_term_forecast,ETTh1,5,success,,0.153991,33.36737442,0.600122373,2.204781246,0.410435981,0.118937396,-14.49703026,-65.12055051,27.70233765,1.376752353,23.42109413,0.1115792736,,0.473876178,proxy_train
Autoformer_022,Autoformer_022,Autoformer,long_term_forecast,ETTh1,5,success,,4.489991,78.95588684,13.801249287,4.709530926,0.422687811,0.107357392,-134.3161957,-102.5516779,28.02701416,1.396431541,114.75448,425000000,,0.47549367,proxy_train
