candidate_id,candidate_name,model,split,task_name,data,dataset_name,dataset_family,num_batches,status,error,MParams,l2_norm,GFLOPs,grad_norm,zico,fisher,grasp,jacob_cov,jacob_fro,plain,snip,GSynFlow,mse
Autoformer_000,Autoformer_000,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.470022000,43.89390563964844,1.987582229,3.751036357879639,0.3321038126945496,0.18466961979866028,-43.95078887939453,-128.69454275360755,31.52362632751465,1.4734007596969605,39.07344207763672,0.024106051,0.471126288
Autoformer_001,Autoformer_001,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.340614000,40.710445404052734,1.400608274,3.5465956687927247,0.3152598738670349,0.15131400227546693,-38.527564239501956,-196.42822286680638,32.22762184143066,1.2255751848220826,33.84084205627441,0.115897422,0.468480915
Autoformer_002,Autoformer_002,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,2.529414000,68.29869842529297,7.782264014,4.910109424591065,0.40345778465271,0.17693909406661987,-86.07500305175782,-87.13330791963145,30.955363845825197,1.4984978914260865,96.88165588378907,12630524.504204903,0.474082261
Autoformer_003,Autoformer_003,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.200774000,55.808250427246094,6.039321944,3.9782199382781984,0.363535475730896,0.14555535614490508,-49.87757110595703,-67.33367971071762,28.922849273681642,1.4245325088500977,57.80841751098633,0.661911232,0.472778469
Autoformer_004,Autoformer_004,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.792134000,63.52184295654297,7.884893658,3.632159376144409,0.3876755654811859,0.10223380327224732,-40.27728958129883,-154.9720119569789,29.56934814453125,1.116980504989624,66.84541778564453,247040.499200819,0.473782986
Autoformer_005,Autoformer_005,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.666630000,46.73222732543945,1.949833341,3.345967197418213,0.3868978202342987,0.10597160011529923,-41.901302337646484,-163.73837706680663,31.495751190185548,1.2683691740036012,42.74771423339844,0.161714096,0.466245055
Autoformer_006,Autoformer_006,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.496454000,59.967403411865234,7.054120577,3.9478616237640383,0.37463945150375366,0.11251925677061081,-56.47969284057617,-390.2077879359441,44.01009750366211,1.3977402210235597,65.11315307617187,33.830191104,0.462314099
Autoformer_007,Autoformer_007,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.491462000,57.09513854980469,4.415797525,4.188369083404541,0.3569203019142151,0.13418252617120743,-52.91170959472656,-84.80370394439012,35.15625686645508,1.2308021783828735,58.98478393554687,0.090728038,0.470341504
Autoformer_008,Autoformer_008,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.669958000,48.96691131591797,3.131483545,3.122198534011841,0.39609628915786743,0.13613360226154328,-36.263085556030276,-256.01581358373465,38.15354232788086,1.365181064605713,45.138484191894534,56.377476710,0.469183356
Autoformer_009,Autoformer_009,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,2.086278000,63.979190826416016,7.054120577,3.45458927154541,0.3889863431453705,0.09998089522123337,-42.71624755859375,-131.65809392531975,30.9760383605957,1.2808804512023926,62.11869888305664,151.975385498,0.472908974
Autoformer_010,Autoformer_010,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.753414000,49.06328582763672,3.447005280,4.9047845840454105,0.36044777035713194,0.14951505661010742,-80.40918731689453,-186.5940379100768,36.102545166015624,1.3262471675872802,57.744805908203126,0.043811520,0.467003703
Autoformer_011,Autoformer_011,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.643142000,59.315284729003906,5.957926036,4.252970838546753,0.373703932762146,0.16541385054588317,-66.25430526733399,-90.1532559535043,31.61041679382324,1.6467928171157837,66.08990783691407,10.291387392,0.469637424
Autoformer_012,Autoformer_012,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.638022000,48.39316940307617,2.068617958,2.298288583755493,0.4047341525554657,0.07143774330615997,-18.60916976928711,-424.9825261596171,38.377811431884766,1.028706669807434,33.705563354492185,3665.894362317,0.474682122
Autoformer_013,Autoformer_013,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.932102000,52.35780715942383,3.131483545,3.343613338470459,0.3975267350673676,0.15995399355888368,-50.61418533325195,-112.0162013042091,28.72135124206543,1.4291770696640014,50.66950454711914,73.379773645,0.473148137
Autoformer_014,Autoformer_014,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.266502000,38.063987731933594,1.103775869,2.9604124546051027,0.37516302466392515,0.11789269149303436,-27.306003189086915,-144.78762010529334,40.354791259765626,1.2144466400146485,30.528584671020507,0.019837647,0.469247013
Autoformer_015,Autoformer_015,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,2.529414000,68.29869842529297,7.782264014,4.147573041915893,0.4252163410186768,0.12321578413248062,-58.89882202148438,-135.0541151638309,32.73969421386719,1.3041858434677125,87.68321838378907,48593595.853386544,0.472384095
Autoformer_016,Autoformer_016,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,2.086278000,63.979190826416016,7.054120577,4.128046751022339,0.39528785943984984,0.13022008985280992,-62.93255615234375,-325.93968519873005,33.03265533447266,1.4875474452972413,75.68170623779297,1543.482848051,0.464063138
Autoformer_017,Autoformer_017,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.379590000,42.4513053894043,1.782402457,2.6517201900482177,0.4104849278926849,0.07390501201152802,-26.779010009765624,-246.07134691063794,32.84840850830078,1.141231632232666,34.62341384887695,4.189483981,0.470184743
Autoformer_018,Autoformer_018,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.496454000,59.967403411865234,6.962107801,4.161786794662476,0.3856466472148895,0.11848991960287095,-65.3180938720703,-372.25156494761296,43.13021240234375,1.4476938724517823,70.49421691894531,188.846456832,0.463437110
Autoformer_019,Autoformer_019,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.129222000,55.8798942565918,3.545347546,3.217950391769409,0.4157466173171997,0.15317697525024415,-35.436824035644534,-100.143533101554,30.564012145996095,1.581562352180481,55.125536346435545,713.851155251,0.474367917
Autoformer_020,Autoformer_020,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.377094000,40.29047393798828,1.103775869,2.965948534011841,0.378913015127182,0.14579766541719436,-27.07189483642578,-54.7876816391795,30.09660949707031,1.3618527889251708,32.669020080566405,0.016476133,0.472219795
Autoformer_021,Autoformer_021,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.340614000,40.710445404052734,1.333367962,2.8400055408477782,0.3474003553390503,0.12806559205055237,-23.744113159179687,-51.91539580443434,29.183368682861328,1.2128022909164429,29.92643508911133,0.643486323,0.472105086
Autoformer_022,Autoformer_022,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,2.529414000,68.29869842529297,7.782264014,4.910107898712158,0.40345781445503237,0.17693899273872377,-86.08119659423828,-87.13361857239754,30.955371856689453,1.4984935998916626,96.88165435791015,11987408.771455387,0.474084020
Autoformer_023,Autoformer_023,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.801542000,51.98305892944336,3.613767398,2.962013339996338,0.3898157775402069,0.13246454447507858,-29.461654281616212,-69.93392737755272,28.323119354248046,1.4355035781860352,45.63094787597656,128.773829427,0.473423392
Autoformer_024,Autoformer_024,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.538374000,45.80232238769531,2.717619544,3.5689298152923583,0.3841808259487152,0.17588644325733185,-42.36934280395508,-275.7986661041107,37.093509674072266,1.52744619846344,45.49109573364258,1.429330330,0.460455477
Autoformer_025,Autoformer_025,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.638022000,48.39316940307617,2.017303002,2.6924072742462157,0.39063399434089663,0.0887622132897377,-25.007616806030274,-94.13442907935905,29.686870193481447,1.2179895162582397,37.22098083496094,232.760714854,0.474827647
Autoformer_026,Autoformer_026,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.049094000,53.7725715637207,4.415797525,3.7449944496154783,0.330729615688324,0.11110833883285523,-42.101583099365236,-64.73462997582835,31.21953468322754,1.2273895978927611,46.55803756713867,0.043149473,0.471820921
Autoformer_027,Autoformer_027,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.453702000,44.84137725830078,1.965988046,2.696419620513916,0.4089291512966156,0.09949802756309509,-31.093306732177734,-245.4552778938184,34.389957427978516,1.2566634654998778,37.66098556518555,21844.092098970,0.470645308
Autoformer_028,Autoformer_028,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.129222000,55.8798942565918,3.545347546,3.2179497718811034,0.41574662923812866,0.15317684710025786,-35.42074813842773,-100.14378227048378,30.564006805419922,1.5815586805343629,55.12552337646484,721.437248717,0.474367946
Autoformer_029,Autoformer_029,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.601606000,47.22597885131836,2.446273042,3.112375354766846,0.3466016113758087,0.07989772707223892,-33.292611312866214,-305.1630955188617,39.01286697387695,1.052009153366089,37.55611343383789,1.988556928,0.469074786
Autoformer_030,Autoformer_030,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.638022000,48.39316940307617,2.068617958,2.4911029815673826,0.38902894258499143,0.08154001533985138,-21.02146110534668,-99.27517400088956,29.648617553710938,1.135133409500122,34.366119384765625,41.096237875,0.474780262
Autoformer_031,Autoformer_031,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,1.200774000,55.808250427246094,5.957926036,3.6055905342102053,0.3953902244567871,0.09834258109331132,-46.23757781982422,-270.6435733352997,36.28734436035156,1.1982367277145385,57.24696655273438,10.239279923,0.460104436
Autoformer_032,Autoformer_032,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.488070000,43.869136810302734,1.400608274,3.145647668838501,0.355859762430191,0.166746523976326,-29.51935234069824,-51.561437893532435,31.77145004272461,1.3349934816360474,35.30553436279297,0.017323198,0.472385615
Autoformer_033,Autoformer_033,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.601606000,47.22597885131836,2.446273042,3.1123756885528566,0.3466015696525574,0.07989775091409683,-33.29726142883301,-305.16132944832685,39.01283264160156,1.0520061254501343,37.55611724853516,1.864104576,0.469076812
Autoformer_034,Autoformer_034,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.192390000,34.95146942138672,0.897187028,2.9969199180603026,0.3323135733604431,0.12985972166061402,-25.564188385009764,-68.33671533279896,37.92411575317383,1.2246446132659912,24.000557327270506,0.015660418,0.471506357
Autoformer_035,Autoformer_035,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.666630000,46.73222732543945,1.987582229,3.3651774406433104,0.35225062966346743,0.1424468755722046,-56.22445373535156,-47.0736866728579,29.797680282592772,1.3848621606826783,38.60058441162109,0.023456935,0.472387135
Autoformer_036,Autoformer_036,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.932102000,52.35780715942383,3.131483545,3.3436130046844483,0.397526752948761,0.1599539965391159,-50.616817474365234,-112.01564109378702,28.721352767944335,1.429175043106079,50.66951141357422,69.097249178,0.473149538
Autoformer_037,Autoformer_037,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__current_velocity__15T,TIME,5,success,,0.932102000,52.35780715942383,3.070141617,4.529324722290039,0.38928949236869814,0.20280841886997222,-73.67334594726563,-300.12685586825216,33.3723747253418,1.5618800163269042,67.36312637329101,1188.614504448,0.465320796
