candidate_id,candidate_name,model,split,task_name,data,dataset_name,dataset_family,num_batches,status,error,MParams,l2_norm,GFLOPs,grad_norm,zico,fisher,grasp,jacob_cov,jacob_fro,plain,snip,GSynFlow,mse
Autoformer_000,Autoformer_000,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,0.467460000,43.99169158935547,1.985204501,5.624205589294434,0.325832861661911,0.3051381766796112,-90.8795150756836,-98.54470728215315,66.02340698242188,1.4833455801010131,57.10313262939453,0.017193556,0.490714818
Autoformer_001,Autoformer_001,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,0.338692000,40.790103912353516,1.398820370,6.024263572692871,0.3413246214389801,0.39444907903671267,-132.87952728271483,-531.4343632527878,91.74464111328125,1.7323433876037597,62.32450866699219,0.082385242,0.491941124
Autoformer_002,Autoformer_002,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,2.524420000,68.41355895996094,7.778697422,4.9508946418762205,0.4135257601737976,0.1436736062169075,-120.58465576171875,-111.86794746751721,52.07892837524414,1.4653483867645263,101.79262237548828,3313236.824817664,0.486577660
Autoformer_003,Autoformer_003,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,1.195780000,56.14536666870117,6.035755352,5.146935081481933,0.3428865909576416,0.15513910949230195,-90.09580535888672,-75.8890526594706,67.5035614013672,1.2150909900665283,70.84574890136719,0.411243424,0.489087701
Autoformer_004,Autoformer_004,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,1.787140000,63.55270004272461,7.881327066,5.23536262512207,0.37939286828041074,0.14328629225492479,-107.21529693603516,-281.1315950890333,51.493238067626955,1.3600598096847534,93.84273071289063,80252.104815411,0.502676606
Autoformer_005,Autoformer_005,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,0.664068000,46.712669372558594,1.947455613,7.318646430969238,0.36542741060256956,0.400744366645813,-202.4740966796875,-285.8161382242546,63.47942199707031,2.011179256439209,88.74089202880859,0.147071930,0.497834504
Autoformer_006,Autoformer_006,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,1.491460000,59.891422271728516,7.050553985,6.158434295654297,0.3594364285469055,0.22686726748943328,-117.51833953857422,-459.15925374545805,50.769718933105466,1.3732376575469971,97.19582672119141,110.841816678,0.505870879
Autoformer_007,Autoformer_007,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,1.487620000,57.250160217285156,4.412240149,3.7265181064605715,0.3717175662517548,0.08055315315723419,-53.82145462036133,-90.43953721136184,52.345585632324216,0.8950529813766479,54.978335571289065,0.048137326,0.493940145
Autoformer_008,Autoformer_008,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,0.666628000,49.04804992675781,3.129096601,5.815495014190674,0.36428224444389345,0.3182113468647003,-129.16274871826172,-294.718334821511,62.73005294799805,1.835844588279724,76.54500579833984,140.237707674,0.507145762
Autoformer_009,Autoformer_009,Autoformer,proxy_train,long_term_forecast,multi_series,TIME__Crypto__D,TIME,5,success,,2.081284000,64.11287689208984,7.050553985,7.592934417724609,0.35458138585090637,0.3488741099834442,-188.80625,-134.58006964385257,54.94442138671875,1.497115397453308,122.28633422851563,62.711925965,0.494659156
