candidate_id,candidate_name,model,split,task_name,data,num_batches,status,error,MParams,l2_norm,GFLOPs,grad_norm,zico,fisher,grasp,jacob_cov,jacob_fro,plain,snip,GSynFlow,,mse
Autoformer_053,Autoformer_053,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.826517,51.99262238,3.563249626,1.73975544,0.446439028,0.044820984,-11.20543594,-483.4504787,79.01404266,1.667075777,31.41968651,249085.4237,,0.243489742
Autoformer_054,Autoformer_054,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.545781,45.49652481,1.749874353,1.232874775,0.445200235,0.032356741,-5.339217091,-142.8727136,70.11503448,1.428745627,19.04618645,1713.288616,,0.305720031
Autoformer_055,Autoformer_055,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.782229,49.55420685,3.565698376,1.933153963,0.379894078,0.044987892,-13.82401657,-254.355304,71.15543213,1.580670309,25.40323792,0.158780147,,0.305236429
Autoformer_056,Autoformer_056,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.566869,68.51476288,7.809013454,2.028329515,0.439392221,0.039654952,-14.80834007,-75.80165479,59.53995972,1.632602072,44.95956345,166974165.4,,0.247907072
Autoformer_057,Autoformer_057,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.545781,45.49652481,1.795880857,1.182230234,0.437862486,0.032309799,-6.390582323,-192.8310608,69.06719131,1.373897123,18.02766953,122.4314487,,0.262961149
Autoformer_058,Autoformer_058,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.355029,40.99391937,1.414017554,1.430509448,0.365638,0.043277788,-6.422417259,-82.45462695,61.65408478,1.474786115,16.53141079,0.054850202,,0.265381575
Autoformer_059,Autoformer_059,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.123733,64.20504761,6.896844465,1.631383324,0.447310686,0.032015197,-8.756785679,-385.9645439,69.64817505,1.500185323,35.08190384,171780.6228,,0.263513029
Autoformer_060,Autoformer_060,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.324213,39.89505005,1.52028226,1.357496381,0.435879499,0.05029642,-6.96675415,-250.1876139,73.59798584,1.887865281,18.0997673,3.666801971,,0.32914865
Autoformer_061,Autoformer_061,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.566869,68.51476288,7.809013454,2.012344646,0.453173572,0.038227253,-12.82590213,-425.1970271,72.76839447,1.640896082,46.93178558,994538957.4,,0.252751648
Autoformer_062,Autoformer_062,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.759957,48.58853149,2.735521624,1.503957105,0.436012506,0.040214292,-7.411093712,-555.053414,81.322612,1.498244476,24.12575645,12.12401029,,0.265346676
Autoformer_063,Autoformer_063,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.694933,49.04928207,3.088043697,1.399897695,0.447756171,0.03135782,-12.03118792,-459.2284677,75.65565948,1.49406321,23.64616241,6751.794181,,0.312254339
Autoformer_064,Autoformer_064,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.685845,46.75352478,2.043164077,1.616101027,0.396456426,0.040505525,-8.889886951,-281.9940471,77.94334869,1.431792331,22.53292198,0.133341142,,0.25160715
Autoformer_065,Autoformer_065,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.620821,47.18032837,2.41927919,1.514664674,0.385471606,0.036221557,-7.324787712,-143.292736,60.30750885,1.344914699,20.98369026,1.521534003,,0.258225679
Autoformer_066,Autoformer_066,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.077909,53.84685135,4.385854589,1.624425697,0.395664889,0.02482564,-5.495330906,-329.0428202,71.73637848,1.227981067,25.03573074,8.540721766,,0.265235066
Autoformer_067,Autoformer_067,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.472437,45.14888382,2.030781402,1.372967958,0.423205686,0.041288981,-6.84208374,-173.6315782,62.76651077,1.516302085,20.4855793,325.4192767,,0.236735627
Autoformer_068,Autoformer_068,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.373589,57.89017487,5.298023578,1.764086199,0.402899349,0.031685086,-15.71317348,-85.18280441,58.75864944,1.389092255,30.22904739,525.7444983,,0.299449265
Autoformer_069,Autoformer_069,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.123733,64.20504761,6.896844465,1.631383562,0.447310776,0.032015213,-8.754390335,-385.964312,69.64818726,1.500184941,35.08191872,178088.4097,,0.255562305
